"ensembl_gene_id","phylostratum","Description"
"ENSMUSG00000050963",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074886",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000062624",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022878",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028409",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035580",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022329",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057841",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074882",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000030322",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040774",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028020",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025004",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039354",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022887",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031562",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000030323",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000017831",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000092008",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000060336",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041343",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042248",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031561",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000007783",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028015",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000073418",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029344",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000067225",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000054827",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026961",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028011",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028413",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041961",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026959",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000052429",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000060613",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033096",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000071723",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039342",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000047959",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031521",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028005",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040724",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027452",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042861",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039396",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000046213",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000046330",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020964",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020841",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033910",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027896",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000037617",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025007",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000079833",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031519",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020481",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000039375",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028003",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027895",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027894",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000030643",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000030123",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000092147",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000079828",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038168",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031204",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000068579",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048307",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033068",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061119",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048078",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000055891",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000050503",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000049680",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033059",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022283",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032458",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020051",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000047414",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000018470",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027893",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038257",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038387",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021003",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000059981",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048120",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000005510",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031613",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029348",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000006299",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000035382",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000018474",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000033854",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000005505",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026179",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029664",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000063235",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032046",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000017144",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000018481",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032373",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028607",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042213",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031608",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000004032",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028427",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022564",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029661",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025013",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000005506",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020475",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000003429",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022525",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042249",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020474",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000006301",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000074129",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000054252",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000048939",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021494",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000042240",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061864",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000004035",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031209",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000008932",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022562",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025701",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020473",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000018995",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057228",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000068762",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000029352",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051359",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000051166",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000038094",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000023122",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000024006",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000025020",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000004319",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028600",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028435",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000004038",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000007833",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034259",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000053916",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021013",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026177",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021504",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000040562",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000079006",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022292",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057738",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000079005",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000061525",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000058135",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000091663",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000062582",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000028603",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020469",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027890",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000020840",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000041798",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000063875",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000022551",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026176",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021176",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000027889",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000023943",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000032966",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021500",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000031644",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000070570",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026644",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000002104",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000011752",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000026645",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000021178",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000034321",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000023945",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057897",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000002102",1,"Life before LCA of Cellular organisms  -  cellular organisms"
"ENSMUSG00000057406",1,"Life before LCA of Cellular organisms  -  cellular organisms"
